Ref_Date,GEO,TRAFFIC,Vector,Coordinate,Value
2015,"Saint John, New Brunswick","Total, passenger sector",v65779385,129.4,x
2010,"Saint John, New Brunswick",Domestic sector,v65779386,129.5,214991.0
2011,"Saint John, New Brunswick",Domestic sector,v65779386,129.5,x
2012,"Saint John, New Brunswick",Domestic sector,v65779386,129.5,x
2013,"Saint John, New Brunswick",Domestic sector,v65779386,129.5,x
2014,"Saint John, New Brunswick",Domestic sector,v65779386,129.5,x
2015,"Saint John, New Brunswick",Domestic sector,v65779386,129.5,x
2010,"Saint John, New Brunswick",Transborder sector,v65779387,129.6,8.0
2011,"Saint John, New Brunswick",Transborder sector,v65779387,129.6,x
2012,"Saint John, New Brunswick",Transborder sector,v65779387,129.6,x
2013,"Saint John, New Brunswick",Transborder sector,v65779387,129.6,x
2014,"Saint John, New Brunswick",Transborder sector,v65779387,129.6,x
2015,"Saint John, New Brunswick",Transborder sector,v65779387,129.6,x
2010,"Saint John, New Brunswick",Other International sector,v65779388,129.7,5008.0
2011,"Saint John, New Brunswick",Other International sector,v65779388,129.7,x
2012,"Saint John, New Brunswick",Other International sector,v65779388,129.7,x
2013,"Saint John, New Brunswick",Other International sector,v65779388,129.7,x
2014,"Saint John, New Brunswick",Other International sector,v65779388,129.7,x
2015,"Saint John, New Brunswick",Other International sector,v65779388,129.7,x
2010,"Saint John, New Brunswick",Passenger flights,v65779389,129.8,7398.0
2011,"Saint John, New Brunswick",Passenger flights,v65779389,129.8,7143.0
2012,"Saint John, New Brunswick",Passenger flights,v65779389,129.8,6866.0
2013,"Saint John, New Brunswick",Passenger flights,v65779389,129.8,6928.0
2014,"Saint John, New Brunswick",Passenger flights,v65779389,129.8,7107.0
2015,"Saint John, New Brunswick",Passenger flights,v65779389,129.8,7010.0
2014,"St Leonard, New Brunswick","Total, passengers enplaned and deplaned",v108527982,5051.1,0.0
2015,"St Leonard, New Brunswick","Total, passengers enplaned and deplaned",v108527982,5051.1,x
2014,"St Leonard, New Brunswick",Passengers enplaned,v108527983,5051.2,0.0
2015,"St Leonard, New Brunswick",Passengers enplaned,v108527983,5051.2,x
2014,"St Leonard, New Brunswick",Passengers deplaned,v108527984,5051.3,0.0
2015,"St Leonard, New Brunswick",Passengers deplaned,v108527984,5051.3,x
2014,"St Leonard, New Brunswick","Total, passenger sector",v108527985,5051.4,0.0
2015,"St Leonard, New Brunswick","Total, passenger sector",v108527985,5051.4,x
2014,"St Leonard, New Brunswick",Domestic sector,v108527986,5051.5,0.0
2015,"St Leonard, New Brunswick",Domestic sector,v108527986,5051.5,x
2014,"St Leonard, New Brunswick",Transborder sector,v108527987,5051.6,0.0
2015,"St Leonard, New Brunswick",Transborder sector,v108527987,5051.6,0.0
2014,"St Leonard, New Brunswick",Other International sector,v108527988,5051.7,0.0
2015,"St Leonard, New Brunswick",Other International sector,v108527988,5051.7,0.0
2014,"St Leonard, New Brunswick",Passenger flights,v108527989,5051.8,x
2015,"St Leonard, New Brunswick",Passenger flights,v108527989,5051.8,x
2010,Quebec,"Total, passengers enplaned and deplaned",v65781734,105000.1,14630199.0
2011,Quebec,"Total, passengers enplaned and deplaned",v65781734,105000.1,15463268.0
2012,Quebec,"Total, passengers enplaned and deplaned",v65781734,105000.1,15721211.0
2013,Quebec,"Total, passengers enplaned and deplaned",v65781734,105000.1,15808531.0
2014,Quebec,"Total, passengers enplaned and deplaned",v65781734,105000.1,16515529.0
2015,Quebec,"Total, passengers enplaned and deplaned",v65781734,105000.1,17134482.0
2010,Quebec,Passengers enplaned,v65781735,105000.2,7291113.0
2011,Quebec,Passengers enplaned,v65781735,105000.2,7704676.0
2012,Quebec,Passengers enplaned,v65781735,105000.2,7831028.0
2013,Quebec,Passengers enplaned,v65781735,105000.2,7888104.0
2014,Quebec,Passengers enplaned,v65781735,105000.2,8242702.0
2015,Quebec,Passengers enplaned,v65781735,105000.2,8559427.0
2010,Quebec,Passengers deplaned,v65781736,105000.3,7339086.0
2011,Quebec,Passengers deplaned,v65781736,105000.3,7758592.0
2012,Quebec,Passengers deplaned,v65781736,105000.3,7890183.0
2013,Quebec,Passengers deplaned,v65781736,105000.3,7920427.0
2014,Quebec,Passengers deplaned,v65781736,105000.3,8272827.0
2015,Quebec,Passengers deplaned,v65781736,105000.3,8575055.0
2010,Quebec,"Total, passenger sector",v65781737,105000.4,14630199.0
2011,Quebec,"Total, passenger sector",v65781737,105000.4,15463268.0
2012,Quebec,"Total, passenger sector",v65781737,105000.4,15721211.0
2013,Quebec,"Total, passenger sector",v65781737,105000.4,15808531.0
2014,Quebec,"Total, passenger sector",v65781737,105000.4,16515529.0
2015,Quebec,"Total, passenger sector",v65781737,105000.4,17134482.0
2010,Quebec,Domestic sector,v65781738,105000.5,6188657.0
2011,Quebec,Domestic sector,v65781738,105000.5,6544374.0
2012,Quebec,Domestic sector,v65781738,105000.5,6803642.0
2013,Quebec,Domestic sector,v65781738,105000.5,6772151.0
2014,Quebec,Domestic sector,v65781738,105000.5,7089123.0
2015,Quebec,Domestic sector,v65781738,105000.5,7298704.0
2010,Quebec,Transborder sector,v65781739,105000.6,3313882.0
2011,Quebec,Transborder sector,v65781739,105000.6,3355887.0
2012,Quebec,Transborder sector,v65781739,105000.6,3390395.0
2013,Quebec,Transborder sector,v65781739,105000.6,3436707.0
2014,Quebec,Transborder sector,v65781739,105000.6,3620531.0
2015,Quebec,Transborder sector,v65781739,105000.6,3657217.0
2010,Quebec,Other International sector,v65781740,105000.7,5127660.0
2011,Quebec,Other International sector,v65781740,105000.7,5563007.0
2012,Quebec,Other International sector,v65781740,105000.7,5527174.0
2013,Quebec,Other International sector,v65781740,105000.7,5599673.0
2014,Quebec,Other International sector,v65781740,105000.7,5805875.0
2015,Quebec,Other International sector,v65781740,105000.7,6178561.0
2010,Quebec,Passenger flights,v65781741,105000.8,285940.0
2011,Quebec,Passenger flights,v65781741,105000.8,325985.0
2012,Quebec,Passenger flights,v65781741,105000.8,331302.0
2013,Quebec,Passenger flights,v65781741,105000.8,335098.0
2014,Quebec,Passenger flights,v65781741,105000.8,317392.0
2015,Quebec,Passenger flights,v65781741,105000.8,304397.0
2010,"Akulivik, Quebec","Total, passengers enplaned and deplaned",v65780030,4204.1,x
2011,"Akulivik, Quebec","Total, passengers enplaned and deplaned",v65780030,4204.1,x
2012,"Akulivik, Quebec","Total, passengers enplaned and deplaned",v65780030,4204.1,x
2013,"Akulivik, Quebec","Total, passengers enplaned and deplaned",v65780030,4204.1,x
2014,"Akulivik, Quebec","Total, passengers enplaned and deplaned",v65780030,4204.1,x
2015,"Akulivik, Quebec","Total, passengers enplaned and deplaned",v65780030,4204.1,x
2010,"Akulivik, Quebec",Passengers enplaned,v65780031,4204.2,x
2011,"Akulivik, Quebec",Passengers enplaned,v65780031,4204.2,x
2012,"Akulivik, Quebec",Passengers enplaned,v65780031,4204.2,x
2013,"Akulivik, Quebec",Passengers enplaned,v65780031,4204.2,x
2014,"Akulivik, Quebec",Passengers enplaned,v65780031,4204.2,x
2015,"Akulivik, Quebec",Passengers enplaned,v65780031,4204.2,x
2010,"Akulivik, Quebec",Passengers deplaned,v65780032,4204.3,x
2011,"Akulivik, Quebec",Passengers deplaned,v65780032,4204.3,x
2012,"Akulivik, Quebec",Passengers deplaned,v65780032,4204.3,x
2013,"Akulivik, Quebec",Passengers deplaned,v65780032,4204.3,x
2014,"Akulivik, Quebec",Passengers deplaned,v65780032,4204.3,x
2015,"Akulivik, Quebec",Passengers deplaned,v65780032,4204.3,x
2010,"Akulivik, Quebec","Total, passenger sector",v65780033,4204.4,x
2011,"Akulivik, Quebec","Total, passenger sector",v65780033,4204.4,x
2012,"Akulivik, Quebec","Total, passenger sector",v65780033,4204.4,x
2013,"Akulivik, Quebec","Total, passenger sector",v65780033,4204.4,x
2014,"Akulivik, Quebec","Total, passenger sector",v65780033,4204.4,x
2015,"Akulivik, Quebec","Total, passenger sector",v65780033,4204.4,x
2010,"Akulivik, Quebec",Domestic sector,v65780034,4204.5,x
2011,"Akulivik, Quebec",Domestic sector,v65780034,4204.5,x
2012,"Akulivik, Quebec",Domestic sector,v65780034,4204.5,x
2013,"Akulivik, Quebec",Domestic sector,v65780034,4204.5,x
2014,"Akulivik, Quebec",Domestic sector,v65780034,4204.5,x
2015,"Akulivik, Quebec",Domestic sector,v65780034,4204.5,x
2010,"Akulivik, Quebec",Transborder sector,v65780035,4204.6,0.0
2011,"Akulivik, Quebec",Transborder sector,v65780035,4204.6,0.0
2012,"Akulivik, Quebec",Transborder sector,v65780035,4204.6,0.0
2013,"Akulivik, Quebec",Transborder sector,v65780035,4204.6,0.0
2014,"Akulivik, Quebec",Transborder sector,v65780035,4204.6,0.0
2015,"Akulivik, Quebec",Transborder sector,v65780035,4204.6,0.0
2010,"Akulivik, Quebec",Other International sector,v65780036,4204.7,0.0
2011,"Akulivik, Quebec",Other International sector,v65780036,4204.7,0.0
2012,"Akulivik, Quebec",Other International sector,v65780036,4204.7,0.0
2013,"Akulivik, Quebec",Other International sector,v65780036,4204.7,0.0
2014,"Akulivik, Quebec",Other International sector,v65780036,4204.7,0.0
2015,"Akulivik, Quebec",Other International sector,v65780036,4204.7,0.0
2010,"Akulivik, Quebec",Passenger flights,v65780037,4204.8,x
2011,"Akulivik, Quebec",Passenger flights,v65780037,4204.8,x
2012,"Akulivik, Quebec",Passenger flights,v65780037,4204.8,x
2013,"Akulivik, Quebec",Passenger flights,v65780037,4204.8,x
2014,"Akulivik, Quebec",Passenger flights,v65780037,4204.8,x
2015,"Akulivik, Quebec",Passenger flights,v65780037,4204.8,x
2010,"Alma, Quebec","Total, passengers enplaned and deplaned",v65780582,5073.1,x
2011,"Alma, Quebec","Total, passengers enplaned and deplaned",v65780582,5073.1,x
2012,"Alma, Quebec","Total, passengers enplaned and deplaned",v65780582,5073.1,x
2013,"Alma, Quebec","Total, passengers enplaned and deplaned",v65780582,5073.1,x
2014,"Alma, Quebec","Total, passengers enplaned and deplaned",v65780582,5073.1,x
2015,"Alma, Quebec","Total, passengers enplaned and deplaned",v65780582,5073.1,0.0
2010,"Alma, Quebec",Passengers enplaned,v65780583,5073.2,x
2011,"Alma, Quebec",Passengers enplaned,v65780583,5073.2,x
2012,"Alma, Quebec",Passengers enplaned,v65780583,5073.2,x
2013,"Alma, Quebec",Passengers enplaned,v65780583,5073.2,x
2014,"Alma, Quebec",Passengers enplaned,v65780583,5073.2,x
2015,"Alma, Quebec",Passengers enplaned,v65780583,5073.2,0.0
2010,"Alma, Quebec",Passengers deplaned,v65780584,5073.3,x
2011,"Alma, Quebec",Passengers deplaned,v65780584,5073.3,x
2012,"Alma, Quebec",Passengers deplaned,v65780584,5073.3,x
2013,"Alma, Quebec",Passengers deplaned,v65780584,5073.3,x
2014,"Alma, Quebec",Passengers deplaned,v65780584,5073.3,x
2015,"Alma, Quebec",Passengers deplaned,v65780584,5073.3,0.0
2010,"Alma, Quebec","Total, passenger sector",v65780585,5073.4,x
2011,"Alma, Quebec","Total, passenger sector",v65780585,5073.4,x
2012,"Alma, Quebec","Total, passenger sector",v65780585,5073.4,x
2013,"Alma, Quebec","Total, passenger sector",v65780585,5073.4,x
2014,"Alma, Quebec","Total, passenger sector",v65780585,5073.4,x
2015,"Alma, Quebec","Total, passenger sector",v65780585,5073.4,0.0
2010,"Alma, Quebec",Domestic sector,v65780586,5073.5,x
2011,"Alma, Quebec",Domestic sector,v65780586,5073.5,x
2012,"Alma, Quebec",Domestic sector,v65780586,5073.5,x
2013,"Alma, Quebec",Domestic sector,v65780586,5073.5,x
2014,"Alma, Quebec",Domestic sector,v65780586,5073.5,x
2015,"Alma, Quebec",Domestic sector,v65780586,5073.5,0.0
2010,"Alma, Quebec",Transborder sector,v65780587,5073.6,0.0
2011,"Alma, Quebec",Transborder sector,v65780587,5073.6,0.0
2012,"Alma, Quebec",Transborder sector,v65780587,5073.6,0.0
2013,"Alma, Quebec",Transborder sector,v65780587,5073.6,0.0
2014,"Alma, Quebec",Transborder sector,v65780587,5073.6,0.0
2015,"Alma, Quebec",Transborder sector,v65780587,5073.6,0.0
2010,"Alma, Quebec",Other International sector,v65780588,5073.7,0.0
2011,"Alma, Quebec",Other International sector,v65780588,5073.7,0.0
2012,"Alma, Quebec",Other International sector,v65780588,5073.7,0.0
2013,"Alma, Quebec",Other International sector,v65780588,5073.7,0.0
2014,"Alma, Quebec",Other International sector,v65780588,5073.7,0.0
2015,"Alma, Quebec",Other International sector,v65780588,5073.7,0.0
2010,"Alma, Quebec",Passenger flights,v65780589,5073.8,x
2011,"Alma, Quebec",Passenger flights,v65780589,5073.8,x
2012,"Alma, Quebec",Passenger flights,v65780589,5073.8,x
2013,"Alma, Quebec",Passenger flights,v65780589,5073.8,x
2014,"Alma, Quebec",Passenger flights,v65780589,5073.8,x
2015,"Alma, Quebec",Passenger flights,v65780589,5073.8,x
2012,"Amos Municipal, Quebec","Total, passengers enplaned and deplaned",v88831252,195.1,0.0
2013,"Amos Municipal, Quebec","Total, passengers enplaned and deplaned",v88831252,195.1,x
2014,"Amos Municipal, Quebec","Total, passengers enplaned and deplaned",v88831252,195.1,0.0
2015,"Amos Municipal, Quebec","Total, passengers enplaned and deplaned",v88831252,195.1,x
2012,"Amos Municipal, Quebec",Passengers enplaned,v88831253,195.2,0.0
2013,"Amos Municipal, Quebec",Passengers enplaned,v88831253,195.2,0.0
2014,"Amos Municipal, Quebec",Passengers enplaned,v88831253,195.2,0.0
2015,"Amos Municipal, Quebec",Passengers enplaned,v88831253,195.2,x
2012,"Amos Municipal, Quebec",Passengers deplaned,v88831254,195.3,0.0
2013,"Amos Municipal, Quebec",Passengers deplaned,v88831254,195.3,x
2014,"Amos Municipal, Quebec",Passengers deplaned,v88831254,195.3,0.0
2015,"Amos Municipal, Quebec",Passengers deplaned,v88831254,195.3,x
2012,"Amos Municipal, Quebec","Total, passenger sector",v88831255,195.4,0.0
2013,"Amos Municipal, Quebec","Total, passenger sector",v88831255,195.4,x
2014,"Amos Municipal, Quebec","Total, passenger sector",v88831255,195.4,0.0
2015,"Amos Municipal, Quebec","Total, passenger sector",v88831255,195.4,x
2012,"Amos Municipal, Quebec",Domestic sector,v88831256,195.5,0.0
2013,"Amos Municipal, Quebec",Domestic sector,v88831256,195.5,x
2014,"Amos Municipal, Quebec",Domestic sector,v88831256,195.5,0.0
2015,"Amos Municipal, Quebec",Domestic sector,v88831256,195.5,x
2012,"Amos Municipal, Quebec",Transborder sector,v88831257,195.6,0.0
2013,"Amos Municipal, Quebec",Transborder sector,v88831257,195.6,0.0
2014,"Amos Municipal, Quebec",Transborder sector,v88831257,195.6,0.0
2015,"Amos Municipal, Quebec",Transborder sector,v88831257,195.6,0.0
2012,"Amos Municipal, Quebec",Other International sector,v88831258,195.7,0.0
2013,"Amos Municipal, Quebec",Other International sector,v88831258,195.7,0.0
2014,"Amos Municipal, Quebec",Other International sector,v88831258,195.7,0.0
2015,"Amos Municipal, Quebec",Other International sector,v88831258,195.7,0.0
2012,"Amos Municipal, Quebec",Passenger flights,v88831259,195.8,x
2013,"Amos Municipal, Quebec",Passenger flights,v88831259,195.8,x
2014,"Amos Municipal, Quebec",Passenger flights,v88831259,195.8,x
2015,"Amos Municipal, Quebec",Passenger flights,v88831259,195.8,x
2010,"Aupaluk, Quebec","Total, passengers enplaned and deplaned",v65780670,5153.1,x
2011,"Aupaluk, Quebec","Total, passengers enplaned and deplaned",v65780670,5153.1,x
2012,"Aupaluk, Quebec","Total, passengers enplaned and deplaned",v65780670,5153.1,x
2013,"Aupaluk, Quebec","Total, passengers enplaned and deplaned",v65780670,5153.1,x
2014,"Aupaluk, Quebec","Total, passengers enplaned and deplaned",v65780670,5153.1,x
2015,"Aupaluk, Quebec","Total, passengers enplaned and deplaned",v65780670,5153.1,x
2010,"Aupaluk, Quebec",Passengers enplaned,v65780671,5153.2,x
2011,"Aupaluk, Quebec",Passengers enplaned,v65780671,5153.2,x
2012,"Aupaluk, Quebec",Passengers enplaned,v65780671,5153.2,x
2013,"Aupaluk, Quebec",Passengers enplaned,v65780671,5153.2,x
2014,"Aupaluk, Quebec",Passengers enplaned,v65780671,5153.2,x
2015,"Aupaluk, Quebec",Passengers enplaned,v65780671,5153.2,x
2010,"Aupaluk, Quebec",Passengers deplaned,v65780672,5153.3,x
2011,"Aupaluk, Quebec",Passengers deplaned,v65780672,5153.3,x
2012,"Aupaluk, Quebec",Passengers deplaned,v65780672,5153.3,x
2013,"Aupaluk, Quebec",Passengers deplaned,v65780672,5153.3,x
2014,"Aupaluk, Quebec",Passengers deplaned,v65780672,5153.3,x
2015,"Aupaluk, Quebec",Passengers deplaned,v65780672,5153.3,x
2010,"Aupaluk, Quebec","Total, passenger sector",v65780673,5153.4,x
2011,"Aupaluk, Quebec","Total, passenger sector",v65780673,5153.4,x
2012,"Aupaluk, Quebec","Total, passenger sector",v65780673,5153.4,x
2013,"Aupaluk, Quebec","Total, passenger sector",v65780673,5153.4,x
2014,"Aupaluk, Quebec","Total, passenger sector",v65780673,5153.4,x
2015,"Aupaluk, Quebec","Total, passenger sector",v65780673,5153.4,x
2010,"Aupaluk, Quebec",Domestic sector,v65780674,5153.5,x
